match_id,datum_zapasu,domaci_tym,hoste_tym,goly_domaci,goly_hoste,kurz_domaci,kurz_remiza,kurz_hoste,domaci_hraci,hoste_hraci,elo_domaci,elo_hoste,elo_rozdil,forma_tymu_domaci,forma_tymu_hoste,domaci_dane_goly,domaci_dostane_goly,hoste_dane_goly,hoste_dostane_goly,domaci_forma_doma,hoste_forma_venku,h2h_uspesnost_domacich,domaci_ocekavane_goly,hoste_ocekavane_goly,domaci_forma_brankare,hoste_forma_brankare
5789454,2015-06-02,HBW Balingen/Weilstetten,Füchse Berlin,26,35,3.2,9.0,1.56,[],[],1500.0,1500.0,50.0,0.5,0.5,10.0,20.0,10.0,20.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789032,2015-06-03,TSV Hannover Burgdorf,THW Kiel,26,28,9.0,15.0,1.12,[],[],1500.0,1500.0,50.0,0.5,0.5,10.0,20.0,10.0,20.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789028,2015-06-03,Rhein Neckar Löwen,Die Eulen Ludwigshafen,37,21,1.0,31.0,31.0,[],[],1500.0,1500.0,50.0,0.5,0.5,10.0,20.0,10.0,20.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789474,2015-06-05,TUS N-Lübbecke,HC Erlangen,28,23,1.29,12.0,5.0,[],[],1500.0,1500.0,50.0,0.5,0.5,10.0,20.0,10.0,20.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789458,2015-06-05,THW Kiel,TBV Lemgo,33,29,1.0,23.0,19.0,[],[],1511.4292623481676,1500.0,61.42926234816764,1.0,0.5,28.0,26.0,10.0,20.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789476,2015-06-05,HSG Wetzlar,Frisch Auf Göppingen,29,24,1.75,9.0,2.6,[],[],1500.0,1500.0,50.0,0.5,0.5,10.0,20.0,10.0,20.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789472,2015-06-05,SC Magdeburg,Rhein Neckar Löwen,27,32,3.4,10.0,1.5,[],[],1500.0,1508.5707376518324,41.42926234816764,0.5,1.0,10.0,20.0,37.0,21.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789462,2015-06-05,Füchse Berlin,SG Flensburg Handewitt,29,32,1.8599999999999999,9.0,2.4,[],[],1511.4292623481676,1500.0,61.42926234816764,1.0,0.5,35.0,26.0,10.0,20.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789482,2015-06-05,Die Eulen Ludwigshafen,TSV GWD Minden,28,24,2.6,9.0,1.75,[],[],1491.4292623481676,1500.0,41.42926234816764,0.0,0.5,21.0,37.0,10.0,20.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789478,2015-06-05,SG Bietigheim-Metterzimmern,Bergischer HC,32,25,1.8,9.0,2.5,[],[],1500.0,1500.0,50.0,0.5,0.5,10.0,20.0,10.0,20.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789460,2015-06-05,HSV Hamburg,VfL Gummersbach,32,31,2.89,10.0,1.6,[],[],1500.0,1500.0,50.0,0.5,0.5,10.0,20.0,10.0,20.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
5789470,2015-06-05,MT Melsungen,TSV Hannover Burgdorf,29,26,1.2,13.0,6.5,[],[],1500.0,1488.5707376518324,61.42926234816764,0.5,0.0,10.0,20.0,26.0,28.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
6821786,2015-08-21,TVB 1898 Stuttgart,HSG Wetzlar,27,28,2.7,10.0,1.71,[],[],1500.0,1508.5707376518324,41.42926234816764,0.5,1.0,10.0,20.0,29.0,24.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
6821781,2015-08-22,MT Melsungen,Füchse Berlin,23,20,1.4,10.0,3.8,[],[],1508.250120109954,1499.6793824581216,58.57073765183236,1.0,0.5,29.0,26.0,32.0,29.0,1.0,1.0,0.5,0.0,0.0,5.0,5.0
6821783,2015-08-22,TBV Lemgo,Rhein Neckar Löwen,26,32,12.0,17.0,1.08,[],[],1491.749879890046,1519.757547957298,21.99233193274813,0.0,1.0,29.0,33.0,34.5,24.0,0.4,1.0,0.5,0.0,0.0,5.0,5.0
6821782,2015-08-22,TSV Hannover Burgdorf,Frisch Auf Göppingen,26,23,1.75,9.0,2.3,[],[],1480.3206175418784,1491.4292623481676,38.89135519371075,0.0,0.0,26.0,28.5,24.0,29.0,0.0,0.0,0.5,0.0,0.0,5.0,5.0
6821784,2015-08-22,ThSV Eisenach,TUS N-Lübbecke,31,30,3.11,10.0,1.56,[],[],1500.0,1508.5707376518324,41.42926234816764,0.5,1.0,10.0,20.0,28.0,23.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
6821780,2015-08-23,SG Flensburg Handewitt,HBW Balingen/Weilstetten,32,22,1.0,21.0,17.0,[],[],1511.749879890046,1488.5707376518324,73.17914223821367,1.0,0.0,32.0,29.0,26.0,35.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
6821787,2015-08-23,SC Magdeburg,Bergischer HC,28,25,1.07,17.0,16.0,[],[],1488.8131896945345,1491.4292623481676,47.38392734636682,0.0,0.0,27.0,32.0,25.0,32.0,0.0,0.0,0.5,0.0,0.0,5.0,5.0
6821785,2015-08-23,VfL Gummersbach,THW Kiel,26,30,7.5,13.0,1.17,[],[],1491.4292623481676,1519.6793824581216,21.74987989004603,0.0,1.0,31.0,32.0,30.5,27.5,0.4,1.0,0.5,0.0,0.0,5.0,5.0
6821990,2015-08-29,HBW Balingen/Weilstetten,VfL Gummersbach,27,31,2.0,8.5,2.25,[],[],1480.6463985331413,1480.8040669642742,49.842331568867166,0.0,0.0,24.0,33.5,28.5,31.0,0.0,0.0,0.5,0.0,0.0,5.0,5.0
6821985,2015-08-29,HSG Wetzlar,Füchse Berlin,27,33,2.1,8.5,2.1,[],[],1519.757547957298,1491.3493935323459,78.40815442495204,1.0,0.3333333333333333,28.5,25.5,28.0,27.0,1.0,0.5,0.5,0.0,0.0,5.0,5.0
6821991,2015-08-29,TUS N-Lübbecke,SC Magdeburg,28,29,4.0,10.0,1.4,[],[],1499.757547957298,1497.4577638839683,52.29978407332965,0.5,0.5,29.0,27.0,27.5,28.5,1.0,0.4,0.5,0.0,0.0,5.0,5.0
6821978,2015-08-29,Frisch Auf Göppingen,ThSV Eisenach,31,21,1.17,13.0,7.5,[],[],1482.5439934868652,1508.8131896945345,23.73080379233079,0.0,1.0,23.5,27.5,31.0,30.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
6821987,2015-08-29,SC DHfK Leipzig,MT Melsungen,21,32,4.0,10.0,1.4,[],[],1500.0,1516.5801090357297,33.41989096427028,0.5,1.0,10.0,20.0,26.0,23.0,0.4,0.4,0.5,0.0,0.0,5.0,5.0
6821986,2015-08-30,Bergischer HC,SG Flensburg Handewitt,22,29,11.0,16.0,1.1,[],[],1482.7846881587338,1519.674219008737,13.110469149996788,0.0,1.0,25.0,30.0,32.0,25.5,0.4,1.0,0.5,0.0,0.0,5.0,5.0
6821942,2015-09-02,THW Kiel,TSV Hannover Burgdorf,33,29,1.1,16.0,11.0,[],[],1530.304577842015,1489.2058864031808,91.0986914388343,1.0,0.3333333333333333,30.333333333333332,27.0,26.0,26.666666666666668,1.0,0.0,1.0,0.0,0.0,5.0,5.0
6821969,2015-09-02,Rhein Neckar Löwen,ThSV Eisenach,39,25,1.0,31.0,31.0,[],[],1530.3896940914053,1499.495156943171,80.89453714823435,1.0,0.5,33.666666666666664,24.666666666666668,26.0,30.5,1.0,0.0,0.5,0.0,0.0,5.0,5.0
6821945,2015-09-05,ThSV Eisenach,MT Melsungen,27,30,5.5,12.0,1.25,[],[],1491.7823076851967,1527.5390550772213,14.243252607975364,0.3333333333333333,1.0,25.666666666666668,33.333333333333336,28.0,22.333333333333332,1.0,1.0,0.5,0.0,0.0,5.0,5.0
6821947,2015-09-05,Frisch Auf Göppingen,TUS N-Lübbecke,28,22,1.25,12.0,5.5,[],[],1491.8620262382287,1488.26350692078,53.59851931744879,0.3333333333333333,0.3333333333333333,26.0,25.333333333333332,28.666666666666668,27.666666666666668,1.0,0.0,0.5,0.0,0.0,5.0,5.0
6821938,2015-09-05,TSV Hannover Burgdorf,Bergischer HC,29,24,1.22,12.0,6.0,[],[],1481.769436600616,1472.407517527613,59.36191907300304,0.25,0.0,26.75,28.25,24.0,29.666666666666668,0.5,0.0,0.5,0.0,0.0,5.0,5.0
6821941,2015-09-05,VfL Gummersbach,HSG Wetzlar,29,24,1.4,10.0,3.8,[],[],1492.22888366528,1507.5383275428396,34.690556122440285,0.3333333333333333,0.6666666666666666,29.333333333333332,29.666666666666668,28.0,28.0,0.0,1.0,0.5,0.0,0.0,5.0,5.0
6821940,2015-09-05,TBV Lemgo,HBW Balingen/Weilstetten,30,28,1.67,10.0,2.8,[],[],1481.1177337559386,1469.2215818321356,61.89615192380302,0.0,0.0,27.5,32.5,25.0,32.666666666666664,0.0,0.0,0.5,0.0,0.0,5.0,5.0
6821944,2015-09-05,Füchse Berlin,SC DHfK Leipzig,34,27,1.1400000000000001,15.0,8.0,[],[],1503.5686139468041,1489.0410539585084,64.5275599882957,0.5,0.0,29.25,27.0,21.0,32.0,0.0,0.4,0.5,0.0,0.0,5.0,5.0
6821949,2015-09-06,SC Magdeburg,Rhein Neckar Löwen,23,24,2.75,10.0,1.67,[],[],1508.9518049204862,1538.1025433493796,20.84926157110658,0.6666666666666666,1.0,28.0,28.333333333333332,35.0,24.75,0.5,1.0,0.0,0.0,0.0,5.0,5.0
6821948,2015-09-06,SG Flensburg Handewitt,THW Kiel,30,25,1.44,10.0,3.6,[],[],1530.051389639858,1537.7410276445798,42.31036199527807,1.0,1.0,31.0,24.333333333333332,31.0,27.5,1.0,1.0,0.5,0.0,0.0,5.0,5.0
6821946,2015-09-09,SC DHfK Leipzig,SC Magdeburg,26,25,6.5,13.0,1.2,[],[],1480.8772424072965,1498.352434222248,32.52480818504864,0.0,0.5,24.0,33.0,26.75,27.25,0.0,1.0,0.5,0.0,0.0,5.0,5.0
6821952,2015-09-09,HSG Wetzlar,TSV Hannover Burgdorf,31,28,2.5,8.5,1.8599999999999999,[],[],1498.5334970877725,1490.077297045793,58.4562000419794,0.5,0.4,27.0,28.25,27.2,27.4,0.5,0.0,0.5,0.0,0.0,5.0,5.0
6821953,2015-09-09,HBW Balingen/Weilstetten,TUS N-Lübbecke,32,25,1.6,9.0,3.0,[],[],1460.9844853268035,1479.7940735990353,31.19041172776815,0.0,0.25,25.75,32.0,27.0,27.75,0.0,0.0,0.5,0.0,0.0,5.0,5.0
6821951,2015-09-09,MT Melsungen,TVB 1898 Stuttgart,30,26,1.0,19.0,16.0,[],[],1537.9487793366873,1488.8131896945345,99.13558964215281,1.0,0.0,28.5,23.5,27.0,28.0,1.0,0.4,0.5,0.0,0.0,5.0,5.0
6821943,2015-09-09,Rhein Neckar Löwen,Frisch Auf Göppingen,25,14,1.17,13.0,7.5,[],[],1548.701914047618,1500.3314595599734,98.37045448764457,1.0,0.5,32.8,24.4,26.5,24.5,1.0,0.0,0.5,0.0,0.0,5.0,5.0
6821954,2015-09-09,Bergischer HC,ThSV Eisenach,30,22,1.33,11.0,4.2,[],[],1464.099657082436,1481.3725834257307,32.727073656705215,0.0,0.25,24.0,29.5,26.0,32.5,0.0,0.0,0.5,0.0,0.0,5.0,5.0
6821950,2015-09-09,THW Kiel,TBV Lemgo,32,23,1.0,21.0,17.0,[],[],1528.9528332583213,1489.3548302612708,89.59800299705057,0.8,0.3333333333333333,29.8,28.0,28.333333333333332,31.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0
6821959,2015-09-12,ThSV Eisenach,Füchse Berlin,28,40,3.8,11.0,1.4,[],[],1472.311768201457,1511.732425498016,10.579342703440943,0.2,0.6,25.2,32.0,30.2,27.0,0.5,0.6666666666666666,0.5,0.0,0.0,5.0,5.0
6821965,2015-09-12,Frisch Auf Göppingen,Bergischer HC,31,19,1.2,13.0,6.5,[],[],1493.0894814607118,1473.1604723067096,69.92900915400219,0.4,0.2,24.0,24.6,25.2,28.0,1.0,0.0,0.5,0.0,0.0,5.0,5.0
6821957,2015-09-12,TBV Lemgo,HSG Wetzlar,23,23,1.8599999999999999,9.0,2.4,[],[],1481.8779812630646,1506.866690905591,25.011290357473626,0.25,0.6,27.0,31.25,27.8,28.2,0.5,0.5,0.5,0.0,0.0,5.0,5.0
6821958,2015-09-12,TVB 1898 Stuttgart,SC DHfK Leipzig,28,26,1.75,9.0,2.6,[],[],1481.5915463999133,1489.9438282636077,41.647718136305684,0.0,0.3333333333333333,26.5,29.0,24.666666666666668,30.333333333333332,0.0,0.0,0.5,0.0,0.0,5.0,5.0
6821955,2015-09-12,SG Flensburg Handewitt,MT Melsungen,32,33,1.12,15.0,9.0,[],[],1538.8395840261164,1545.1704226313084,43.66916139480804,1.0,1.0,30.75,24.5,28.8,24.0,1.0,1.0,0.5,0.0,0.0,5.0,5.0
6821968,2015-09-13,TUS N-Lübbecke,THW Kiel,23,33,13.0,18.0,1.07,[],[],1470.6894018846942,1536.4296822565275,-15.74028037183325,0.2,0.8,26.6,28.6,30.6,27.4,0.5,0.6666666666666666,0.5,0.0,0.0,5.0,5.0
6821963,2015-09-13,SC Magdeburg,HBW Balingen/Weilstetten,28,27,1.11,15.0,10.0,[],[],1489.2858483659368,1470.0891570411445,69.19669132479225,0.4,0.2,26.4,27.0,27.0,30.6,0.3333333333333333,0.0,0.5,0.0,0.0,5.0,5.0
6821962,2015-09-13,TSV Hannover Burgdorf,Rhein Neckar Löwen,18,30,7.5,13.0,1.17,[],[],1481.7441032279746,1555.9438921468795,-24.199788918904915,0.4,1.0,27.6,28.0,30.4,23.0,0.6666666666666666,1.0,0.5,0.0,0.0,5.0,5.0
6821970,2015-09-15,HSG Wetzlar,SG Flensburg Handewitt,24,21,8.0,14.0,1.17,[],[],1507.5853327296015,1527.5892617831873,29.996070946414193,0.4,0.8,26.6,28.0,31.0,26.2,0.6666666666666666,1.0,0.5,0.0,0.0,5.0,5.0
6821972,2015-09-16,Bergischer HC,Rhein Neckar Löwen,21,24,16.0,19.0,1.0,[],[],1465.1464456286005,1565.248490444724,-50.10204481612345,0.2,1.0,24.0,27.8,30.0,21.2,0.5,1.0,0.5,0.0,0.0,5.0,5.0
6821966,2015-09-19,HBW Balingen/Weilstetten,Frisch Auf Göppingen,21,29,2.89,10.0,1.6,[],[],1462.0548754403367,1501.1035081388209,10.951367301515802,0.2,0.6,27.2,29.2,25.4,22.6,0.3333333333333333,0.0,0.5,0.0,0.0,5.0,5.0
6821960,2015-09-19,MT Melsungen,VfL Gummersbach,23,27,1.25,12.0,5.5,[],[],1556.4207448742375,1501.233714120347,105.18703075389044,1.0,0.5,29.6,25.2,29.25,28.25,1.0,0.5,0.5,0.0,0.0,5.0,5.0
6821971,2015-09-19,Bergischer HC,TUS N-Lübbecke,30,28,1.6,9.0,3.0,[],[],1456.578584943297,1461.1421338746027,45.436451068694396,0.2,0.0,23.2,27.0,25.6,30.6,0.3333333333333333,0.0,0.5,0.0,0.0,5.0,5.0
6821964,2015-09-20,Füchse Berlin,TVB 1898 Stuttgart,26,20,1.1,16.0,11.0,[],[],1522.0368293837762,1490.398537457717,81.63829192605908,0.6,0.3333333333333333,31.2,27.4,27.0,28.0,0.5,0.0,0.5,0.0,0.0,5.0,5.0
6821974,2015-09-20,THW Kiel,SC Magdeburg,33,24,1.3,12.0,4.75,[],[],1545.976950266619,1497.3201299667446,98.65682029987443,0.8,0.6,30.6,26.2,26.6,26.0,1.0,0.5,0.5,0.0,0.0,5.0,5.0
6821967,2015-09-20,SC DHfK Leipzig,TBV Lemgo,28,25,1.6,10.0,2.89,[],[],1481.1368372058039,1481.159339439054,49.97749776674982,0.25,0.2,25.0,29.75,26.2,29.6,0.5,0.0,0.5,0.0,0.0,5.0,5.0
6821988,2015-09-23,Rhein Neckar Löwen,TVB 1898 Stuttgart,31,20,1.0,31.0,31.0,[],[],1573.8163511300274,1482.7059654123232,141.11038571770428,1.0,0.25,28.4,20.2,25.25,27.5,1.0,0.0,0.5,0.0,0.0,5.0,5.0
6821980,2015-09-23,SG Flensburg Handewitt,Füchse Berlin,30,30,1.25,12.0,5.5,[],[],1518.4504793752515,1529.7294014291701,38.72107794608132,0.6,0.8,28.8,25.2,30.6,25.0,0.6666666666666666,0.75,1.0,0.0,0.0,5.0,5.0
6821976,2015-09-23,Frisch Auf Göppingen,THW Kiel,29,21,4.5,9.5,1.33,[],[],1511.4186094785177,1553.211314791268,8.207294687249714,0.8,0.8,26.6,21.6,31.2,25.8,1.0,0.75,0.5,0.0,0.0,5.0,5.0
6821977,2015-09-26,ThSV Eisenach,HBW Balingen/Weilstetten,33,31,2.0,8.5,2.3,[],[],1462.0073643156968,1451.7397741006398,60.267590215057,0.0,0.2,24.6,34.0,27.0,28.6,0.3333333333333333,0.0,0.5,0.0,0.0,5.0,5.0
6821992,2015-09-26,TSV Hannover Burgdorf,MT Melsungen,24,24,2.4,9.0,1.8599999999999999,[],[],1472.4395049301302,1543.482448833449,-21.04294390331893,0.4,0.8,26.0,28.2,29.6,26.6,0.5,1.0,0.0,0.0,0.0,5.0,5.0
6821979,2015-09-26,VfL Gummersbach,SC DHfK Leipzig,23,23,1.3,11.0,5.0,[],[],1514.1720101611354,1489.708209299375,74.46380086176032,0.6,0.4,28.8,27.2,25.6,28.8,0.5,0.0,0.5,0.0,0.0,5.0,5.0
6821981,2015-09-26,TUS N-Lübbecke,HSG Wetzlar,28,29,2.0,8.5,2.2,[],[],1452.4424953450578,1516.7241151375374,-14.28161979247966,0.0,0.4,25.2,30.4,25.8,26.8,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,5.0,5.0
6821993,2015-09-26,TBV Lemgo,TVB 1898 Stuttgart,29,26,1.4,10.0,4.0,[],[],1472.5879673454829,1476.5579393343246,46.030028011158265,0.2,0.2,25.4,28.6,24.2,28.2,0.3333333333333333,0.0,0.5,0.0,0.0,5.0,5.0
6821998,2015-09-30,SG Flensburg Handewitt,TVB 1898 Stuttgart,34,19,1.0,31.0,31.0,[],[],1517.3405885730149,1467.875092686754,99.4654958862609,0.4,0.2,28.4,26.8,24.0,28.4,0.5,0.0,0.5,0.0,0.0,5.0,5.0
6821982,2015-09-30,THW Kiel,Bergischer HC,38,29,1.0,19.0,16.0,[],[],1543.4474957914988,1465.278223472842,128.1692723186568,0.6,0.4,28.8,25.8,24.8,26.8,1.0,0.0,0.5,0.0,0.0,5.0,5.0
6821984,2015-10-02,HSG Wetzlar,SC Magdeburg,27,23,3.11,10.0,1.56,[],[],1526.3132884405513,1490.0857654420956,86.2275229984557,0.6,0.4,26.2,25.8,25.8,27.6,0.75,0.3333333333333333,0.5,0.0,0.0,5.0,5.0
6821983,2015-10-03,Rhein Neckar Löwen,TUS N-Lübbecke,32,20,1.0,31.0,31.0,[],[],1579.964377208026,1442.8533220420438,187.11105516598218,1.0,0.0,26.8,19.2,25.2,30.4,1.0,0.0,0.5,0.0,0.0,5.0,5.0
6821996,2015-10-03,HBW Balingen/Weilstetten,TSV Hannover Burgdorf,27,30,2.7,9.0,1.71,[],[],1443.4572233502668,1473.044430041265,20.4127933090017,0.2,0.2,27.8,29.0,25.6,28.4,0.25,0.0,0.5,0.0,0.0,5.0,5.0
6821995,2015-10-04,Füchse Berlin,TBV Lemgo,37,27,1.08,17.0,12.0,[],[],1530.8392922314067,1481.2708139930535,99.56847823835324,0.8,0.4,32.6,26.4,26.0,27.4,0.6666666666666666,0.0,0.5,0.0,0.0,5.0,5.0
6821997,2015-10-04,TVB 1898 Stuttgart,VfL Gummersbach,37,37,3.5,9.0,1.5,[],[],1460.662209563208,1512.0609941663938,-1.3987846031857316,0.2,0.6,22.6,29.2,27.2,25.4,0.5,0.6666666666666666,0.5,0.0,0.0,5.0,5.0
6822003,2015-10-07,Rhein Neckar Löwen,THW Kiel,24,20,1.33,11.0,4.5,[],[],1585.0454896249298,1549.9171968233306,85.12829280159917,1.0,0.8,28.4,18.6,31.4,25.6,1.0,0.6,0.5,0.0,0.0,5.0,5.0
6822004,2015-10-07,SC DHfK Leipzig,SG Flensburg Handewitt,25,31,5.5,12.0,1.25,[],[],1491.8192252941167,1524.5534716965608,17.265753597555886,0.4,0.4,26.0,27.0,29.4,26.2,0.6666666666666666,0.6666666666666666,0.5,0.0,0.0,5.0,5.0
6822048,2015-10-07,TVB 1898 Stuttgart,Frisch Auf Göppingen,23,31,4.2,11.0,1.33,[],[],1460.70246960288,1521.182428478287,-10.479958875406965,0.0,0.8,24.4,31.4,26.2,21.6,0.3333333333333333,0.25,0.5,0.0,0.0,5.0,5.0
6822007,2015-10-09,SC Magdeburg,Füchse Berlin,24,24,1.67,10.0,2.8,[],[],1482.517862165287,1538.0494417600937,-5.531579594806772,0.2,0.8,24.6,27.4,33.4,26.4,0.5,0.6,0.5,0.0,0.0,5.0,5.0
6822012,2015-10-10,TSV Hannover Burgdorf,SC DHfK Leipzig,25,31,1.25,12.0,5.5,[],[],1483.6312823674987,1481.322685638726,52.30859672877273,0.4,0.4,25.8,27.2,25.6,26.4,0.4,0.0,0.5,0.0,0.0,5.0,5.0
6822000,2015-10-10,TBV Lemgo,VfL Gummersbach,26,20,2.1,8.5,2.14,[],[],1474.0606644643665,1512.020734126722,12.039930337644591,0.2,0.6,25.4,29.2,29.4,26.8,0.5,0.5,0.5,0.0,0.0,5.0,5.0
6822010,2015-10-10,Bergischer HC,HBW Balingen/Weilstetten,30,35,1.4,11.0,3.8,[],[],1458.8085224410102,1432.8703710240331,75.938151416977,0.4,0.2,25.8,28.6,27.6,29.0,0.5,0.0,0.5,0.0,0.0,5.0,5.0
6822006,2015-10-10,TUS N-Lübbecke,MT Melsungen,19,30,3.75,10.0,1.4,[],[],1437.77220962514,1542.8775237223142,-55.10531409717419,0.0,0.6,24.8,31.2,28.0,27.2,0.25,0.75,0.5,0.0,0.0,5.0,5.0
6822001,2015-10-10,ThSV Eisenach,HSG Wetzlar,25,29,3.8,10.0,1.4,[],[],1470.2899150660699,1533.88119171736,-13.591276651290173,0.2,0.8,27.0,34.0,26.8,24.6,0.5,0.5,0.5,0.0,0.0,5.0,5.0
6822002,2015-10-14,HBW Balingen/Weilstetten,Rhein Neckar Löwen,21,31,11.0,16.0,1.1,[],[],1445.0218946301777,1592.6431826726166,-97.62128804243889,0.2,1.0,28.2,30.0,28.2,19.8,0.2,1.0,0.5,0.0,0.0,5.0,5.0
6822009,2015-10-14,THW Kiel,ThSV Eisenach,32,22,1.0,31.0,31.0,[],[],1542.3195037756439,1460.6809040327364,131.63859974290745,0.6,0.2,29.0,25.8,27.0,32.0,1.0,0.0,0.5,0.0,0.0,5.0,5.0
6822011,2015-10-17,HSG Wetzlar,Bergischer HC,28,19,1.22,12.0,6.0,[],[],1543.4902027506935,1446.6569988348656,146.83320391582788,0.8,0.2,26.4,24.0,25.8,31.2,0.8,0.0,0.5,0.0,0.0,5.0,5.0
6822014,2015-10-18,MT Melsungen,TBV Lemgo,37,24,1.17,14.0,8.0,[],[],1551.3046323422739,1483.7142660627026,117.5903662795713,0.6,0.4,28.0,25.6,26.0,26.8,0.75,0.0,0.5,0.0,0.0,5.0,5.0
6822015,2015-10-18,Füchse Berlin,TSV Hannover Burgdorf,28,28,1.2,13.0,6.5,[],[],1537.8902435522941,1472.1369933451467,115.7532502071474,0.6,0.2,31.4,25.8,25.0,28.6,0.75,0.25,0.5,0.0,0.0,5.0,5.0
6822018,2015-10-18,TVB 1898 Stuttgart,SC Magdeburg,30,33,5.5,12.0,1.25,[],[],1451.0040156179073,1482.6770603730865,18.326955244820738,0.0,0.2,25.0,32.4,24.8,27.4,0.25,0.25,0.5,0.0,0.0,5.0,5.0
6822017,2015-10-18,VfL Gummersbach,SG Flensburg Handewitt,25,32,5.0,12.0,1.29,[],[],1502.3671325283858,1535.0500113519515,17.317121176434284,0.4,0.4,27.2,26.6,29.6,26.2,0.3333333333333333,0.75,0.5,0.0,0.0,5.0,5.0
6822020,2015-10-21,SG Flensburg Handewitt,TBV Lemgo,29,21,1.0,31.0,31.0,[],[],1545.5480258290609,1476.9752156176096,118.57281021145127,0.6,0.4,29.6,24.6,26.2,29.6,0.6,0.0,0.5,0.0,0.0,5.0,5.0
6822024,2015-10-21,Frisch Auf Göppingen,Füchse Berlin,25,23,1.62,10.0,2.8,[],[],1530.8808824632597,1534.676628853732,46.20425360952777,0.8,0.4,26.8,21.8,29.0,25.8,1.0,0.4,0.5,0.0,0.0,5.0,5.0
6822029,2015-10-24,ThSV Eisenach,TVB 1898 Stuttgart,28,28,1.56,9.0,3.2,[],[],1454.298303357725,1440.4770121451245,63.8212912126005,0.2,0.0,26.0,32.4,27.0,32.8,0.4,0.0,0.5,0.0,0.0,5.0,5.0
6822026,2015-10-24,TUS N-Lübbecke,SC DHfK Leipzig,24,24,1.67,9.0,2.8,[],[],1429.3451010051804,1492.816974661078,-13.471873655897525,0.0,0.4,23.6,30.8,26.6,26.4,0.2,0.25,0.5,0.0,0.0,5.0,5.0
6822022,2015-10-24,TSV Hannover Burgdorf,VfL Gummersbach,29,24,1.44,9.0,3.75,[],[],1475.350608043709,1491.8691180512765,33.481489992432444,0.2,0.2,25.0,28.0,26.4,28.2,0.4,0.4,0.5,0.0,0.0,5.0,5.0
6822038,2015-10-25,Rhein Neckar Löwen,HSG Wetzlar,26,18,1.08,16.0,11.0,[],[],1599.9050951297188,1549.498849882239,100.40624524747977,1.0,1.0,28.4,20.4,27.4,23.2,1.0,0.6,0.5,0.0,0.0,5.0,5.0
6822023,2015-10-25,SC Magdeburg,MT Melsungen,28,28,1.6,10.0,2.89,[],[],1493.2040638458693,1558.0436827873668,-14.83961894149752,0.4,0.6,26.4,28.2,29.4,25.2,0.4,0.8,0.5,0.0,0.0,5.0,5.0
6822031,2015-10-31,VfL Gummersbach,Frisch Auf Göppingen,31,27,3.4,10.0,1.5,[],[],1482.8298207216687,1539.558801819088,-6.728981097419364,0.0,1.0,25.8,29.4,29.0,21.4,0.25,0.4,0.5,0.0,0.0,5.0,5.0
6822028,2015-10-31,TVB 1898 Stuttgart,TUS N-Lübbecke,33,33,1.71,9.0,2.7,[],[],1442.2935506150498,1429.7326584851635,62.56089212988627,0.0,0.0,27.4,32.6,23.8,29.0,0.2,0.0,0.5,0.0,0.0,5.0,5.0
6822027,2015-10-31,MT Melsungen,Bergischer HC,29,22,1.1,16.0,11.0,[],[],1557.6168237621557,1440.64835170332,166.9684720588357,0.4,0.2,28.4,24.4,25.8,30.6,0.8,0.0,0.5,0.0,0.0,5.0,5.0
6822025,2015-10-31,HSG Wetzlar,HBW Balingen/Weilstetten,32,21,1.17,14.0,8.0,[],[],1542.3109214659355,1437.7599821730755,154.55093929286,0.8,0.2,26.2,24.2,27.0,30.6,0.8,0.2,0.5,0.0,0.0,5.0,5.0
6822033,2015-11-01,SG Flensburg Handewitt,SC Magdeburg,33,30,1.2,13.0,6.5,[],[],1552.2618295304019,1493.6309228710804,108.63090665932145,0.8,0.2,31.2,24.0,26.4,28.4,0.6,0.4,0.5,0.0,0.0,5.0,5.0
6822034,2015-11-01,Füchse Berlin,THW Kiel,24,27,3.4,10.0,1.5,[],[],1525.9987094979035,1548.7021044506553,27.29660504724825,0.2,0.6,28.4,26.8,28.8,25.6,0.6,0.4,0.5,0.0,0.0,5.0,5.0
6822032,2015-11-01,SC DHfK Leipzig,ThSV Eisenach,36,31,1.29,12.0,5.0,[],[],1492.4294171810948,1452.4817648877997,89.94765229329505,0.4,0.2,26.2,25.6,27.2,32.0,0.5,0.0,0.5,0.0,0.0,5.0,5.0
